FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
0.7328,3.1175,6.7628,,,,,,,,,,
3.0028,1.2793,5.8273,,,,,,,,,,
0.6786,1.0279,3.3637,1254.1399999999999,0.77,0.85,0.81,0.08,2.0,2.0,2.0,0.0,0.1886
2.0423,4.002,6.583,,,,,,,,,,
,,,,,,,,,,,,
0.2688,2.93,8.5718,,,,,,,,,,
1.7599,1.2342,5.2137,,,,,,,,,,
1.5336,1.1069,6.2068,1204.7,0.76,0.74,0.75,0.02,1.0,1.0,1.0,0.0,0.183
0.8463,2.236,12.393,,,,,,,,,,
,,,,,,,,,,,,
2.2982,2.0564,8.358,,,,,,,,,,
1.4822,1.2349,4.2499,,,,,,,,,,
1.8966,0.8161,4.0149,1249.78,0.72,0.78,0.75,0.06,2.0,2.0,2.0,0.0,0.1922
2.3365,3.4838,7.7882,,,,,,,,,,
,,,,,,,,,,,,
0.5608,2.4704,5.3072,,,,,,,,,,
1.573,0.1275,3.9717,,,,,,,,,,
2.6245,1.7793,4.8298,1252.78,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1822
2.6735,3.7901,-8.2779,,,,,,,,,,
,,,,,,,,,,,,
0.2795,1.4163,2.9863,,,,,,,,,,
1.4425,3.5625,9.1406,,,,,,,,,,
2.0873,2.024,1.3695,1210.62,0.77,0.78,0.78,0.01,1.0,1.0,1.0,0.0,0.1638
0.9509,1.9731,6.1159,,,,,,,,,,
,,,,,,,,,,,,
1.0047,1.429,7.5287,,,,,,,,,,
3.4197,1.8692,4.728,,,,,,,,,,
1.4849,1.4467,2.0216,1258.69,0.77,0.78,0.78,0.01,2.0,2.0,2.0,0.0,0.1831
1.1869,3.1644,8.5672,,,,,,,,,,
,,,,,,,,,,,,
0.2676,1.1305,4.9065,,,,,,,,,,
2.65,2.3802,6.5319,,,,,,,,,,
0.8001,2.5447,0.8634,1252.68,0.72,0.78,0.75,0.06,2.0,2.0,2.0,0.0,0.1632
1.4163,3.5045,4.3115,,,,,,,,,,
,,,,,,,,,,,,
0.5146,0.2802,7.2149,,,,,,,,,,
1.9099,1.7302,9.002,,,,,,,,,,
0.5478,2.38,5.2111,1253.56,0.74,0.78,0.76,0.04,2.0,2.0,2.0,0.0,0.1844
1.4648,2.9817,11.8394,,,,,,,,,,
,,,,,,,,,,,,
1.5843,1.6748,12.371,,,,,,,,,,
1.2078,0.8803,2.3432,,,,,,,,,,
0.9947,-0.0714,4.1599,1260.72,0.86,0.82,0.84,0.04,2.0,2.0,2.0,0.0,0.1928
0.731,8.9186,11.5117,,,,,,,,,,
,,,,,,,,,,,,
0.5599,3.818,7.0196,,,,,,,,,,
2.6291,0.6412,5.0877,,,,,,,,,,
3.7877,2.2693,4.1136,1255.0,0.78,0.85,0.81,0.07,2.0,2.0,2.0,0.0,0.19
1.0579,2.2482,3.696,,,,,,,,,,
,,,,,,,,,,,,
1.1421,2.4891,8.6459,,,,,,,,,,
1.889,1.8899,6.4595,,,,,,,,,,
3.4596,0.5192,4.9872,1202.41,0.74,0.79,0.77,0.05,1.0,1.0,1.0,0.0,0.1959
1.4749,3.2168,4.4341,,,,,,,,,,
,,,,,,,,,,,,
0.7358,2.4751,8.5602,,,,,,,,,,
-0.0753,0.8752,2.7676,,,,,,,,,,
0.3554,0.7914,5.1554,1206.46,0.73,0.78,0.76,0.05,1.0,1.0,1.0,0.0,0.1454
2.1921,3.6221,4.0726,,,,,,,,,,
,,,,,,,,,,,,
1.9639,2.7265,6.6768,,,,,,,,,,
2.0388,2.3694,6.9589,,,,,,,,,,
1.3875,0.7758,7.103,1302.1100000000001,0.76,0.74,0.75,0.02,3.0,3.0,3.0,0.0,0.2089
1.9352,1.9775,11.2562,,,,,,,,,,
,,,,,,,,,,,,
1.9668,3.8952,6.6435,,,,,,,,,,
3.3497,2.4989,10.3496,,,,,,,,,,
2.4066,1.3839,9.6576,1357.91,0.84,0.86,0.85,0.02,4.0,4.0,4.0,0.0,0.2509
2.5984,1.7535,7.8708,,,,,,,,,,
,,,,,,,,,,,,
1.4835,2.3092,9.3148,,,,,,,,,,
1.9168,3.0619,5.933,,,,,,,,,,
1.7677,2.2504,10.1928,1353.59,0.79,0.81,0.8,0.02,4.0,4.0,4.0,0.0,0.2441
2.008,3.5998,11.0356,,,,,,,,,,
,,,,,,,,,,,,
1.2645,1.641,10.941,,,,,,,,,,
1.7881,0.9273,8.7796,,,,,,,,,,
2.3445,2.1831,4.7324,1261.85,0.93,0.88,0.91,0.05,2.0,2.0,2.0,0.0,0.2415
3.0531,4.0834,15.6831,,,,,,,,,,
,,,,,,,,,,,,
2.3035,2.5848,6.6025,,,,,,,,,,
3.1709,2.0521,6.1229,,,,,,,,,,
1.1935,2.0171,6.8075,1296.72,0.78,0.72,0.75,0.06,3.0,3.0,3.0,0.0,0.2228
2.8457,1.7415,9.5412,,,,,,,,,,
,,,,,,,,,,,,
0.9286,2.6205,8.3344,,,,,,,,,,
1.5385,2.026,4.9354,,,,,,,,,,
1.012,0.5887,4.6723,1204.31,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1869
1.1316,3.659,11.2294,,,,,,,,,,
,,,,,,,,,,,,
0.8867,2.7537,5.967,,,,,,,,,,
1.7468,2.3378,9.4461,,,,,,,,,,
1.6039,2.3903,3.1351,1257.8,0.81,0.82,0.81,0.01,2.0,2.0,2.0,0.0,0.222
2.2968,3.3384,12.9471,,,,,,,,,,
,,,,,,,,,,,,
1.139,3.5985,6.1271,,,,,,,,,,
2.6684,1.0127,0.0,,,,,,,,,,
0.4217,0.9505,2.9551,1251.41,0.71,0.79,0.75,0.08,2.0,2.0,2.0,0.0,0.1559
2.3123,2.4993,5.0853,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.2945,3.942,,,,,,,,,,
1.3129,3.4581,8.4203,1179.91,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1583
2.4607,1.3581,2.0891,,,,,,,,,,
,,,,,,,,,,,,
2.0686,2.8826,5.5116,,,,,,,,,,
2.8001,2.1798,5.5676,,,,,,,,,,
2.9297,2.0782,4.9993,1301.9,0.74,0.76,0.75,0.02,3.0,3.0,3.0,0.0,0.211
1.1615,2.0639,7.7943,,,,,,,,,,
,,,,,,,,,,,,
2.0413,3.0894,7.971,,,,,,,,,,
2.1065,1.6044,4.5865,,,,,,,,,,
3.0115,1.4113,7.3094,1302.43,0.76,0.79,0.78,0.03,3.0,3.0,3.0,0.0,0.2257
2.5833,2.8598,7.9675,,,,,,,,,,
,,,,,,,,,,,,
1.7591,2.9176,7.3682,,,,,,,,,,
2.8086,1.0886,7.92,,,,,,,,,,
1.9454,1.1284,6.0806,1250.5,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.205
1.1562,3.1367,6.6894,,,,,,,,,,
,,,,,,,,,,,,
1.7671,3.0357,6.0687,,,,,,,,,,
2.8128,2.867,3.6268,,,,,,,,,,
2.0822,0.6155,4.8025,1253.57,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.1943
1.0918,2.0801,8.625,,,,,,,,,,
,,,,,,,,,,,,
1.6757,1.7043,6.9806,,,,,,,,,,
1.7268,1.5173,4.8679,,,,,,,,,,
1.4541,1.1591,2.5872,1209.72,0.79,0.78,0.79,0.01,1.0,1.0,1.0,0.0,0.1828
1.4628,3.7226,10.0815,,,,,,,,,,
,,,,,,,,,,,,
0.4694,1.4506,6.4428,,,,,,,,,,
2.8502,0.989,8.6139,,,,,,,,,,
2.293,2.6586,3.1573,1205.19,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1781
0.885,3.194,3.5473,,,,,,,,,,
,,,,,,,,,,,,
1.6379,1.161,6.9683,,,,,,,,,,
2.5236,1.8287,6.4722,,,,,,,,,,
1.5251,1.3485,4.031,1249.02,0.8,0.72,0.76,0.08,2.0,2.0,2.0,0.0,0.1898
0.78,2.5799,13.1112,,,,,,,,,,
,,,,,,,,,,,,
1.3702,1.9648,3.8713,,,,,,,,,,
1.8015,1.4865,3.7762,,,,,,,,,,
0.1202,3.0165,3.3241,1207.0,0.78,0.75,0.77,0.03,1.0,1.0,1.0,0.0,0.17
0.6971,3.993,9.122,,,,,,,,,,
,,,,,,,,,,,,
1.3818,2.9587,9.2892,,,,,,,,,,
2.4707,2.4763,4.2597,,,,,,,,,,
1.4397,0.5874,6.2441,1303.63,0.76,0.79,0.78,0.03,3.0,3.0,3.0,0.0,0.2137
3.336,2.3423,8.8654,,,,,,,,,,
,,,,,,,,,,,,
1.2512,4.1903,3.2085,,,,,,,,,,
2.016,1.3143,8.1295,,,,,,,,,,
1.1834,2.2049,2.7626,1255.82,0.77,0.82,0.79,0.05,2.0,2.0,2.0,0.0,0.1818
1.8748,2.3658,4.4198,,,,,,,,,,
,,,,,,,,,,,,
1.5952,3.2,5.6992,,,,,,,,,,
2.5557,2.9495,4.84,,,,,,,,,,
2.0881,1.9025,3.654,1300.4,0.74,0.79,0.77,0.05,3.0,3.0,3.0,0.0,0.216
2.9495,2.5624,6.9822,,,,,,,,,,
,,,,,,,,,,,,
1.6198,1.3824,5.6808,,,,,,,,,,
2.1644,3.8085,7.6357,,,,,,,,,,
2.2092,1.8555,3.4636,1248.06,0.72,0.79,0.76,0.07,2.0,2.0,2.0,0.0,0.2094
1.7613,3.2288,7.0305,,,,,,,,,,
,,,,,,,,,,,,
1.6997,1.7465,6.8616,,,,,,,,,,
3.6486,1.8175,3.7917,,,,,,,,,,
1.9208,1.0921,3.7935,1250.8600000000001,0.8,0.74,0.77,0.06,2.0,2.0,2.0,0.0,0.2014
3.125,1.7274,10.1612,,,,,,,,,,
,,,,,,,,,,,,
0.8938,0.8612,5.5373,,,,,,,,,,
2.2813,2.755,6.4365,,,,,,,,,,
2.6918,2.8303,3.2031,1300.8600000000001,0.73,0.79,0.76,0.06,3.0,3.0,3.0,0.0,0.1914
1.1498,3.7939,4.4472,,,,,,,,,,
,,,,,,,,,,,,
1.4129,1.3597,7.2223,,,,,,,,,,
1.881,1.5977,4.9085,,,,,,,,,,
1.4784,0.7854,4.0915,1201.87,0.78,0.72,0.75,0.06,1.0,1.0,1.0,0.0,0.1713
1.6161,0.8614,14.8254,,,,,,,,,,
,,,,,,,,,,,,
2.5524,2.5966,5.66,,,,,,,,,,
2.1753,2.1632,1.7889,,,,,,,,,,
0.9657,0.2549,4.6585,1254.04,0.74,0.79,0.77,0.05,2.0,2.0,2.0,0.0,0.1796
1.1456,4.0567,7.0889,,,,,,,,,,
,,,,,,,,,,,,
2.9032,3.2277,5.6461,,,,,,,,,,
2.3656,1.3226,0.9138,,,,,,,,,,
0.1427,0.2932,3.0018,1205.8,0.73,0.78,0.76,0.05,1.0,1.0,1.0,0.0,0.152
1.2825,2.5191,4.813,,,,,,,,,,
,,,,,,,,,,,,
1.5897,2.798,4.011,,,,,,,,,,
2.3101,3.4472,6.9049,,,,,,,,,,
2.4238,1.2946,3.2919,1248.96,0.72,0.78,0.75,0.06,2.0,2.0,2.0,0.0,0.2004
1.5896,1.7709,8.6193,,,,,,,,,,
,,,,,,,,,,,,
0.7281,0.889,4.8629,,,,,,,,,,
1.2906,3.8451,3.7348,,,,,,,,,,
2.7813,2.6809,3.618,1304.97,0.76,0.82,0.79,0.06,3.0,3.0,3.0,0.0,0.1803
1.9885,2.339,5.3462,,,,,,,,,,
,,,,,,,,,,,,
2.1715,2.8458,5.6988,,,,,,,,,,
2.2291,3.0427,5.4169,,,,,,,,,,
2.7475,2.1923,6.6598,1347.73,0.73,0.78,0.76,0.05,4.0,4.0,4.0,0.0,0.2327
2.2761,2.6842,8.4039,,,,,,,,,,
,,,,,,,,,,,,
2.5792,1.9416,6.5852,,,,,,,,,,
1.7833,2.6101,1.7983,,,,,,,,,,
0.0248,-1.1616,1.7199,1253.42,0.73,0.79,0.76,0.06,2.0,2.0,2.0,0.0,0.1658
2.2046,3.7002,4.0109,,,,,,,,,,
,,,,,,,,,,,,
2.6043,1.6089,4.6262,,,,,,,,,,
1.5034,1.2014,1.3902,,,,,,,,,,
1.0987,0.0289,5.5125,1254.2,0.73,0.81,0.77,0.08,2.0,2.0,2.0,0.0,0.148
2.3284,3.6776,1.3303,,,,,,,,,,
,,,,,,,,,,,,
1.3489,2.0997,4.943,,,,,,,,,,
1.9249,3.0372,6.9094,,,,,,,,,,
1.2815,1.8819,6.3427,1254.4,0.78,0.76,0.77,0.02,2.0,2.0,2.0,0.0,0.206
0.9681,3.7926,9.4392,,,,,,,,,,
,,,,,,,,,,,,
0.702,2.4353,7.7573,,,,,,,,,,
1.3657,1.2186,5.5598,,,,,,,,,,
1.4284,1.2238,4.1574,1204.78,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1822
2.8202,3.0203,7.1669,,,,,,,,,,
,,,,,,,,,,,,
-2.5562,1.098,9.9127,,,,,,,,,,
2.3568,1.0893,6.0149,,,,,,,,,,
1.0283,2.1029,7.4666,1208.73,0.78,0.79,0.79,0.01,1.0,1.0,1.0,0.0,0.1927
1.0259,3.9197,3.9659,,,,,,,,,,
,,,,,,,,,,,,
3.1296,3.1161,-1.6492,,,,,,,,,,
1.0654,0.0017,4.9654,1136.67,0.72,0.79,0.76,0.07,1.0,1.0,1.0,0.0,0.1523
,,,,,,,,,,,,
3.6069,0.3668,3.0148,,,,,,,,,,
3.7586,2.084,-2.2303,,,,,,,,,,
2.0078,0.8775,7.6485,1207.28,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1572
2.0109,0.4494,0.3332,,,,,,,,,,
