capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
2955.0,3.0,0.0,,,,,,
,,,,,,,,
5389.0,15.0,8.0,,,,,,
10061,6.0,1.0,,,,,,
2474.0,3.0,1.0,1223.82,0.97,0.98,0.97,0.01,0.2309
0.0,3.0,0.0,,,,,,
0.0,3.0,0.0,,,,,,
,,,,,,,,
8816,9.0,2.0,,,,,,
7160.0,8.0,1.0,,,,,,
2849.0,4.0,0.0,1208.63,0.98,0.98,0.98,0.0,0.2041
5502.0,0.0,0.0,,,,,,
,,,,,,,,
7511.0,17.0,3.0,,,,,,
2981.0,3.0,3.0,,,,,,
2984.0,0.0,3.0,1187.25,0.94,0.95,0.94,0.01,0.365
8248,0.0,1.0,,,,,,
,,,,,,,,
2920.0,2.0,0.0,,,,,,
8531,3.0,1.0,,,,,,
4463.0,0.0,0.0,1229.74,0.96,0.97,0.96,0.01,0.1485
2260.0,0.0,0.0,,,,,,
0.0,0.0,1.0,,,,,,
,,,,,,,,
7983,6.0,0.0,,,,,,
0.0,3.0,0.0,1199.6,0.96,0.95,0.95,0.01,0.0222
2894.0,0.0,0.0,,,,,,
,,,,,,,,
8450,0.0,0.0,,,,,,
2503.0,0.0,0.0,1186.85,0.99,0.99,0.99,0.0,0.0183
,,,,,,,,
2994.0,3.0,2.0,,,,,,
8042,3.0,0.0,,,,,,
2905.0,0.0,1.0,1202.18,0.98,0.99,0.98,0.01,0.2658
0.0,0.0,1.0,,,,,,
,,,,,,,,
8564,0.0,1.0,,,,,,
2968.0,0.0,0.0,,,,,,
2969.0,0.0,0.0,1229.97,0.96,0.97,0.96,0.01,0.1459
0.0,2.0,0.0,,,,,,
2907.0,0.0,1.0,,,,,,
,,,,,,,,
8860,16.0,4.0,,,,,,
5603.0,9.0,3.0,,,,,,
5792.0,6.0,2.0,1193.1399999999999,0.99,1.0,0.99,0.01,0.3829
5627.0,6.0,1.0,,,,,,
,,,,,,,,
8878,6.0,0.0,,,,,,
0.0,3.0,0.0,1184.9,0.99,1.0,0.99,0.01,0.03
,,,,,,,,
8923,21.0,1.0,,,,,,
5728.0,3.0,2.0,,,,,,
5940.0,3.0,1.0,1201.3600000000001,0.99,1.0,0.99,0.01,0.2916
0.0,3.0,0.0,,,,,,
,,,,,,,,
5828.0,6.0,0.0,,,,,,
8290,0.0,0.0,,,,,,
2744.0,0.0,0.0,1223.72,0.98,0.99,0.98,0.01,0.0265
2707.0,6.0,0.0,,,,,,
,,,,,,,,
8950,3.0,1.0,,,,,,
2824.0,0.0,0.0,1181.67,0.96,0.97,0.96,0.01,0.2381
0.0,0.0,1.0,,,,,,
,,,,,,,,
8815,0.0,2.0,,,,,,
5910.0,0.0,1.0,,,,,,
2990.0,0.0,1.0,1218.54,0.96,0.98,0.97,0.02,0.2796
0.0,0.0,1.0,,,,,,
0.0,3.0,0.0,,,,,,
,,,,,,,,
8627,6.0,5.0,,,,,,
2974.0,0.0,3.0,,,,,,
5732.0,6.0,1.0,1218.38,0.97,0.98,0.97,0.01,0.2913
0.0,2.0,1.0,,,,,,
2931.0,6.0,0.0,,,,,,
,,,,,,,,
8775,9.0,3.0,,,,,,
2833.0,0.0,1.0,1174.2,0.98,0.99,0.98,0.01,0.3544
0.0,0.0,1.0,,,,,,
,,,,,,,,
5718.0,3.0,4.0,,,,,,
8684,8.0,4.0,,,,,,
0.0,5.0,1.0,1215.3,0.98,0.98,0.98,0.0,0.3522
2950.0,0.0,2.0,,,,,,
0.0,0.0,2.0,,,,,,
,,,,,,,,
8543,3.0,1.0,,,,,,
5594.0,0.0,0.0,1190.5,0.96,0.97,0.96,0.01,0.14
2960.0,6.0,0.0,,,,,,
,,,,,,,,
8517,0.0,1.0,,,,,,
0.0,3.0,0.0,1166.4,0.96,0.97,0.96,0.01,0.1855
,,,,,,,,
8627,10.0,5.0,,,,,,
5850.0,12.0,2.0,,,,,,
5390.0,3.0,1.0,1225.0,0.98,0.99,0.98,0.01,0.2344
5955.0,0.0,0.0,,,,,,
2979.0,0.0,0.0,,,,,,
,,,,,,,,
8760,6.0,1.0,,,,,,
2664.0,0.0,1.0,,,,,,
2821.0,2.0,0.0,1224.6,0.97,0.98,0.97,0.01,0.2222
2597.0,0.0,0.0,,,,,,
2997.0,6.0,1.0,,,,,,
,,,,,,,,
8796,12.0,1.0,,,,,,
0.0,3.0,0.0,,,,,,
2764.0,0.0,0.0,1216.38,0.98,0.99,0.98,0.01,0.108
0.0,3.0,0.0,,,,,,
,,,,,,,,
8764,3.0,0.0,,,,,,
2986.0,0.0,0.0,1186.28,0.99,0.99,0.99,0.0,0.0247
,,,,,,,,
