FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
4.0868,3.5829,7.1819,1128.24,0.88,0.95,0.92,0.07,1.0,1.0,1.0,0.0,0.1591
2.4363,0.5659,3.2635,,,,,,,,,,
,,,,,,,,,,,,
-0.7924,3.2592,10.4234,,,,,,,,,,
1.5061,2.389,11.6058,,,,,,,,,,
2.7155,1.8967,5.969,1196.17,0.82,0.9,0.86,0.08,3.0,3.0,3.0,0.0,0.2408
1.9873,4.2111,5.4538,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.0,4.7539,,,,,,,,,,
2.1154,3.2026,7.6294,,,,,,,,,,
3.2395,4.0897,9.2549,1160.53,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1942
2.2542,1.1678,2.089,,,,,,,,,,
,,,,,,,,,,,,
7.9671,6.9087,25.9136,,,,,,,,,,
8.3185,7.7262,12.7395,,,,,,,,,,
5.6182,6.3061,14.8797,1235.84,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.479
2.7506,3.3659,4.0519,,,,,,,,,,
,,,,,,,,,,,,
4.3601,1.6308,6.8203,,,,,,,,,,
0.6971,1.5886,6.1948,,,,,,,,,,
3.1262,1.8939,5.852,1157.3899999999999,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.1966
2.9621,0.819,2.3566,,,,,,,,,,
,,,,,,,,,,,,
-1.4186,-1.1365,6.0849,,,,,,,,,,
1.6316,2.1531,9.9145,,,,,,,,,,
2.8858,3.1376,10.9116,1155.8600000000001,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.2135
1.9685,2.159,3.1545,,,,,,,,,,
,,,,,,,,,,,,
1.2866,1.9898,9.6588,,,,,,,,,,
2.5119,1.9392,9.4836,,,,,,,,,,
5.2291,4.2483,7.9017,1202.09,0.94,1.0,0.97,0.06,3.0,3.0,3.0,0.0,0.269
3.6062,2.8396,2.6145,,,,,,,,,,
,,,,,,,,,,,,
3.6471,2.7617,6.8464,,,,,,,,,,
1.8258,1.487,3.0164,,,,,,,,,,
1.7098,0.7637,2.6669,1119.97,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1732
2.2589,1.715,2.4809,,,,,,,,,,
,,,,,,,,,,,,
3.4049,3.2431,3.0253,,,,,,,,,,
2.0835,0.5478,3.584,,,,,,,,,,
0.8883,0.8063,2.0059,1121.0,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1475
1.5917,1.6197,2.9564,,,,,,,,,,
,,,,,,,,,,,,
4.784,3.2547,3.9514,,,,,,,,,,
0.2832,1.6277,2.7452,,,,,,,,,,
1.0097,0.8857,2.4981,1130.67,0.91,0.95,0.93,0.04,1.0,1.0,1.0,0.0,0.1496
1.5131,0.9005,3.3042,,,,,,,,,,
,,,,,,,,,,,,
1.4079,1.3302,6.7254,,,,,,,,,,
0.6192,0.7003,9.5233,,,,,,,,,,
2.7117,3.3041,8.0491,1156.46,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1985
2.9168,1.281,5.8742,,,,,,,,,,
,,,,,,,,,,,,
4.73,2.3307,1.7382,,,,,,,,,,
0.8779,-0.2476,0.3689,,,,,,,,,,
-0.0654,-0.7569,3.6667,1162.29,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1503
1.1011,2.5788,12.7242,,,,,,,,,,
,,,,,,,,,,,,
4.1714,6.6794,4.4574,,,,,,,,,,
3.9905,3.7148,3.3978,,,,,,,,,,
2.3893,0.9271,7.3189,1204.28,0.97,1.0,0.98,0.03,3.0,3.0,3.0,0.0,0.2655
1.5596,3.6567,4.0984,,,,,,,,,,
,,,,,,,,,,,,
2.9781,3.1141,10.6874,,,,,,,,,,
3.0692,1.2871,3.6534,,,,,,,,,,
0.9417,2.3632,5.5609,1118.18,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.2181
1.7563,2.2477,7.3114,,,,,,,,,,
,,,,,,,,,,,,
3.2217,4.5914,5.872,,,,,,,,,,
1.7266,1.2393,1.7194,,,,,,,,,,
0.5756,0.0,2.8571,1124.56,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.1561
1.1679,1.8466,3.9613,,,,,,,,,,
,,,,,,,,,,,,
-3.2206,6.836,8.919,,,,,,,,,,
5.6043,2.1623,4.72,,,,,,,,,,
3.0466,2.1398,6.3848,1193.57,0.79,0.86,0.82,0.07,3.0,3.0,3.0,0.0,0.2632
2.2768,0.8766,3.6541,,,,,,,,,,
,,,,,,,,,,,,
3.0832,3.2547,6.2279,,,,,,,,,,
1.2372,1.4192,0.844,,,,,,,,,,
1.1615,2.2139,3.271,1120.22,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1669
1.4106,1.8219,3.9518,,,,,,,,,,
,,,,,,,,,,,,
0.8718,3.6878,10.5132,,,,,,,,,,
1.7804,2.254,0.6179,,,,,,,,,,
0.4407,1.5975,2.7255,1122.04,0.76,0.81,0.79,0.05,1.0,1.0,1.0,0.0,0.1602
1.4261,1.1545,5.4857,,,,,,,,,,
,,,,,,,,,,,,
-0.0463,3.3814,11.187,,,,,,,,,,
2.6943,1.7319,8.8627,,,,,,,,,,
1.8809,2.3193,3.7224,1197.21,0.82,0.81,0.81,0.01,3.0,3.0,3.0,0.0,0.2336
3.2327,2.7719,8.8754,,,,,,,,,,
,,,,,,,,,,,,
-2.0599,1.9665,10.3934,,,,,,,,,,
3.4567,1.1654,1.8596,,,,,,,,,,
0.3435,-0.1734,5.1074,1119.55,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1837
2.0864,2.7539,9.5089,,,,,,,,,,
,,,,,,,,,,,,
-0.5785,4.1393,13.6953,1079.05,0.79,0.86,0.82,0.07,1.0,1.0,1.0,0.0,0.2872
,,,,,,,,,,,,
4.8181,3.092,5.4533,,,,,,,,,,
2.3939,1.246,2.9319,,,,,,,,,,
2.0636,3.4205,6.8738,1164.63,0.91,1.0,0.96,0.09,2.0,2.0,2.0,0.0,0.2168
1.8932,1.5904,3.4223,,,,,,,,,,
,,,,,,,,,,,,
0.8734,0.8623,12.3484,,,,,,,,,,
2.788,2.4018,5.1872,,,,,,,,,,
1.5337,2.0803,5.5863,1194.59,0.74,0.76,0.75,0.02,3.0,3.0,3.0,0.0,0.2041
3.4081,1.1767,7.0392,,,,,,,,,,
,,,,,,,,,,,,
3.135,3.2848,3.1868,,,,,,,,,,
0.9607,1.4196,5.6666,,,,,,,,,,
1.3809,0.045,4.7542,1120.65,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1562
1.6211,1.5066,3.4337,,,,,,,,,,
,,,,,,,,,,,,
-2.6087,4.9838,8.1033,,,,,,,,,,
3.6358,2.8763,4.1435,,,,,,,,,,
1.5023,1.7905,4.3551,1158.04,0.79,0.86,0.82,0.07,2.0,2.0,2.0,0.0,0.2141
2.2727,0.5793,3.5037,,,,,,,,,,
,,,,,,,,,,,,
0.2901,1.7099,14.6011,,,,,,,,,,
1.9654,2.3513,-0.5636,,,,,,,,,,
2.7718,1.0442,3.2407,1156.8,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1901
2.2995,1.5673,11.1656,,,,,,,,,,
,,,,,,,,,,,,
-2.7375,0.1081,3.3715,,,,,,,,,,
-0.0091,-0.1749,5.0809,1099.37,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1589
2.7962,3.3188,9.8959,,,,,,,,,,
,,,,,,,,,,,,
2.8978,2.6206,0.0,,,,,,,,,,
1.6895,0.5322,1.6808,,,,,,,,,,
1.0487,1.39,3.8208,1121.21,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1634
1.6597,2.56,11.7463,,,,,,,,,,
,,,,,,,,,,,,
0.774,1.5366,11.8731,,,,,,,,,,
3.7716,3.4652,8.3853,,,,,,,,,,
3.1386,5.8311,14.0889,1238.59,0.94,1.0,0.97,0.06,4.0,4.0,4.0,0.0,0.294
3.2134,2.8847,3.7044,,,,,,,,,,
,,,,,,,,,,,,
2.2213,1.3335,4.6251,,,,,,,,,,
1.6243,0.7322,4.3178,,,,,,,,,,
3.3568,3.1269,5.0059,1120.56,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1585
2.2146,0.1248,0.0,,,,,,,,,,
,,,,,,,,,,,,
3.3529,4.3077,3.6493,,,,,,,,,,
3.0319,2.4924,4.98,,,,,,,,,,
1.3983,1.6917,2.3153,1161.13,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1792
1.6064,0.0779,1.3756,,,,,,,,,,
,,,,,,,,,,,,
-1.6134,1.7245,8.7397,,,,,,,,,,
2.598,3.2804,8.8359,,,,,,,,,,
3.9628,2.6469,5.3717,1160.18,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.2031
1.2745,0.4566,0.0,,,,,,,,,,
,,,,,,,,,,,,
2.7367,5.4727,8.3315,,,,,,,,,,
2.2468,1.622,1.9447,,,,,,,,,,
1.7712,1.1178,7.992,1159.12,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.2295
1.5848,3.4345,6.9602,,,,,,,,,,
,,,,,,,,,,,,
1.8096,2.9135,11.8136,,,,,,,,,,
3.0652,4.0278,7.6794,,,,,,,,,,
1.4246,1.3234,3.3052,1160.6100000000001,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1923
1.3192,0.3476,0.0,,,,,,,,,,
,,,,,,,,,,,,
1.1408,1.079,4.2156,,,,,,,,,,
2.0587,0.5871,8.1851,,,,,,,,,,
3.0848,3.2195,8.5915,1119.74,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.179
1.1265,2.3466,0.8658,,,,,,,,,,
,,,,,,,,,,,,
2.0312,4.3378,11.1123,,,,,,,,,,
1.3108,1.3336,1.7199,,,,,,,,,,
0.5727,0.279,2.6473,1161.22,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.177
3.2018,1.6816,5.9257,,,,,,,,,,
,,,,,,,,,,,,
1.8849,1.9372,11.8999,,,,,,,,,,
3.5394,4.3257,9.3754,,,,,,,,,,
3.7901,1.4681,5.1854,1201.62,0.91,1.0,0.96,0.09,3.0,3.0,3.0,0.0,0.2295
2.0187,0.7954,-0.0869,,,,,,,,,,
,,,,,,,,,,,,
3.6459,2.9662,4.4861,,,,,,,,,,
1.701,1.6975,3.7363,,,,,,,,,,
1.3023,0.6827,5.8936,1120.74,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.154
0.5552,1.2971,0.7591,,,,,,,,,,
,,,,,,,,,,,,
-0.3632,1.2176,13.9844,,,,,,,,,,
4.147,3.8955,10.4866,,,,,,,,,,
2.6986,3.727,7.5188,1200.91,0.91,1.0,0.96,0.09,3.0,3.0,3.0,0.0,0.2473
2.3731,1.4255,1.7856,,,,,,,,,,
,,,,,,,,,,,,
1.1552,0.6329,9.7632,,,,,,,,,,
2.4896,3.2707,9.164,,,,,,,,,,
2.7113,2.4422,7.7867,1194.8,0.79,0.86,0.82,0.07,3.0,3.0,3.0,0.0,0.2325
1.0377,2.0973,12.3231,,,,,,,,,,
,,,,,,,,,,,,
-3.2537,5.5436,9.3817,,,,,,,,,,
3.6138,3.1774,4.6659,,,,,,,,,,
2.1347,0.1589,4.512,1162.37,0.85,0.86,0.85,0.01,2.0,2.0,2.0,0.0,0.222
1.1902,2.7203,1.3728,,,,,,,,,,
,,,,,,,,,,,,
1.1134,2.3058,7.4123,,,,,,,,,,
1.8094,2.8304,11.3827,,,,,,,,,,
3.2107,3.1557,6.4086,1160.98,0.82,0.86,0.84,0.04,2.0,2.0,2.0,0.0,0.2055
1.6831,0.8253,0.0185,,,,,,,,,,
,,,,,,,,,,,,
-0.9327,3.4745,9.9861,,,,,,,,,,
3.0895,2.8492,12.4211,,,,,,,,,,
2.6177,3.1247,5.4561,1159.54,0.82,0.86,0.84,0.04,2.0,2.0,2.0,0.0,0.2415
2.8186,1.413,1.6082,,,,,,,,,,
,,,,,,,,,,,,
2.9394,5.304,3.238,,,,,,,,,,
1.4264,1.232,1.3109,,,,,,,,,,
1.193,0.8136,2.816,1123.99,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.1702
1.4854,1.5837,7.6646,,,,,,,,,,
,,,,,,,,,,,,
3.5113,2.8275,5.4988,,,,,,,,,,
0.9885,1.1989,1.4721,,,,,,,,,,
0.5935,0.0,2.0407,1120.8,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1526
1.9942,1.5776,9.0221,,,,,,,,,,
,,,,,,,,,,,,
-1.2766,4.1314,10.359,,,,,,,,,,
3.5711,2.3575,7.9581,,,,,,,,,,
2.9286,2.1779,4.6524,1193.98,0.76,0.81,0.79,0.05,3.0,3.0,3.0,0.0,0.2368
2.4003,1.1614,5.0546,,,,,,,,,,
,,,,,,,,,,,,
3.1829,2.8724,3.9939,,,,,,,,,,
1.2483,1.2904,0.153,,,,,,,,,,
0.3699,0.2149,2.4645,1158.19,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1552
1.3572,3.1639,9.5766,,,,,,,,,,
,,,,,,,,,,,,
1.4589,5.7494,11.0749,,,,,,,,,,
2.7882,1.1305,0.9459,,,,,,,,,,
2.0744,1.2559,2.5037,1122.73,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.2018
1.3154,1.6088,8.8382,,,,,,,,,,
